sensor	timestamp	valid	voltage	current	power	marker
NVML/NVIDIA RTX A6000/0000:09:00.0	13309460308425	1	-3.40282e+38	-3.40282e+38	38.983	showing "https://observablehq.com/@d3/sankey"
NVML/NVIDIA RTX A6000/0000:09:00.0	13309460308441	1	-3.40282e+38	-3.40282e+38	38.983	showing "https://observablehq.com/@d3/sankey"
NVML/NVIDIA RTX A6000/0000:09:00.0	13309460308457	1	-3.40282e+38	-3.40282e+38	38.983	showing "https://observablehq.com/@d3/sankey"
NVML/NVIDIA RTX A6000/0000:09:00.0	13309460308473	1	-3.40282e+38	-3.40282e+38	38.983	showing "https://observablehq.com/@d3/sankey"
NVML/NVIDIA RTX A6000/0000:09:00.0	13309460308488	1	-3.40282e+38	-3.40282e+38	38.983	showing "https://observablehq.com/@d3/sankey"
NVML/NVIDIA RTX A6000/0000:09:00.0	13309460308503	1	-3.40282e+38	-3.40282e+38	38.983	showing "https://observablehq.com/@d3/sankey"
NVML/NVIDIA RTX A6000/0000:09:00.0	13309460308519	1	-3.40282e+38	-3.40282e+38	37.847	showing "https://observablehq.com/@d3/sankey"
NVML/NVIDIA RTX A6000/0000:09:00.0	13309460308535	1	-3.40282e+38	-3.40282e+38	37.847	showing "https://observablehq.com/@d3/sankey"
NVML/NVIDIA RTX A6000/0000:09:00.0	13309460308550	1	-3.40282e+38	-3.40282e+38	37.847	showing "https://observablehq.com/@d3/sankey"
NVML/NVIDIA RTX A6000/0000:09:00.0	13309460308565	1	-3.40282e+38	-3.40282e+38	37.847	showing "https://observablehq.com/@d3/sankey"
NVML/NVIDIA RTX A6000/0000:09:00.0	13309460308580	1	-3.40282e+38	-3.40282e+38	37.847	showing "https://observablehq.com/@d3/sankey"
NVML/NVIDIA RTX A6000/0000:09:00.0	13309460308595	1	-3.40282e+38	-3.40282e+38	37.847	showing "https://observablehq.com/@d3/sankey"
NVML/NVIDIA RTX A6000/0000:09:00.0	13309460308610	1	-3.40282e+38	-3.40282e+38	37.847	showing "https://observablehq.com/@d3/sankey"
NVML/NVIDIA RTX A6000/0000:09:00.0	13309460308625	1	-3.40282e+38	-3.40282e+38	37.833	showing "https://observablehq.com/@d3/sankey"
NVML/NVIDIA RTX A6000/0000:09:00.0	13309460308640	1	-3.40282e+38	-3.40282e+38	37.833	showing "https://observablehq.com/@d3/sankey"
NVML/NVIDIA RTX A6000/0000:09:00.0	13309460308656	1	-3.40282e+38	-3.40282e+38	37.833	showing "https://observablehq.com/@d3/sankey"
NVML/NVIDIA RTX A6000/0000:09:00.0	13309460308671	1	-3.40282e+38	-3.40282e+38	37.833	showing "https://observablehq.com/@d3/sankey"
NVML/NVIDIA RTX A6000/0000:09:00.0	13309460308687	1	-3.40282e+38	-3.40282e+38	37.833	showing "https://observablehq.com/@d3/sankey"
NVML/NVIDIA RTX A6000/0000:09:00.0	13309460308702	1	-3.40282e+38	-3.40282e+38	37.833	showing "https://observablehq.com/@d3/sankey"
NVML/NVIDIA RTX A6000/0000:09:00.0	13309460308718	1	-3.40282e+38	-3.40282e+38	37.833	showing "https://observablehq.com/@d3/sankey"
NVML/NVIDIA RTX A6000/0000:09:00.0	13309460308734	1	-3.40282e+38	-3.40282e+38	37.765	showing "https://observablehq.com/@d3/sankey"
NVML/NVIDIA RTX A6000/0000:09:00.0	13309460308750	1	-3.40282e+38	-3.40282e+38	37.765	showing "https://observablehq.com/@d3/sankey"
NVML/NVIDIA RTX A6000/0000:09:00.0	13309460308766	1	-3.40282e+38	-3.40282e+38	37.765	showing "https://observablehq.com/@d3/sankey"
NVML/NVIDIA RTX A6000/0000:09:00.0	13309460308782	1	-3.40282e+38	-3.40282e+38	37.765	showing "https://observablehq.com/@d3/sankey"
NVML/NVIDIA RTX A6000/0000:09:00.0	13309460308798	1	-3.40282e+38	-3.40282e+38	37.765	showing "https://observablehq.com/@d3/sankey"
NVML/NVIDIA RTX A6000/0000:09:00.0	13309460308814	1	-3.40282e+38	-3.40282e+38	37.765	showing "https://observablehq.com/@d3/sankey"
NVML/NVIDIA RTX A6000/0000:09:00.0	13309460308830	1	-3.40282e+38	-3.40282e+38	37.748	showing "https://observablehq.com/@d3/sankey"
NVML/NVIDIA RTX A6000/0000:09:00.0	13309460308846	1	-3.40282e+38	-3.40282e+38	37.748	showing "https://observablehq.com/@d3/sankey"
NVML/NVIDIA RTX A6000/0000:09:00.0	13309460308862	1	-3.40282e+38	-3.40282e+38	37.748	showing "https://observablehq.com/@d3/sankey"
NVML/NVIDIA RTX A6000/0000:09:00.0	13309460308878	1	-3.40282e+38	-3.40282e+38	37.748	showing "https://observablehq.com/@d3/sankey"
NVML/NVIDIA RTX A6000/0000:09:00.0	13309460308894	1	-3.40282e+38	-3.40282e+38	37.748	showing "https://observablehq.com/@d3/sankey"
NVML/NVIDIA RTX A6000/0000:09:00.0	13309460308909	1	-3.40282e+38	-3.40282e+38	37.748	showing "https://observablehq.com/@d3/sankey"
NVML/NVIDIA RTX A6000/0000:09:00.0	13309460308924	1	-3.40282e+38	-3.40282e+38	37.716	showing "https://observablehq.com/@d3/sankey"
NVML/NVIDIA RTX A6000/0000:09:00.0	13309460308939	1	-3.40282e+38	-3.40282e+38	37.716	showing "https://observablehq.com/@d3/sankey"
NVML/NVIDIA RTX A6000/0000:09:00.0	13309460308954	1	-3.40282e+38	-3.40282e+38	37.716	showing "https://observablehq.com/@d3/sankey"
NVML/NVIDIA RTX A6000/0000:09:00.0	13309460308970	1	-3.40282e+38	-3.40282e+38	37.716	showing "https://observablehq.com/@d3/sankey"
NVML/NVIDIA RTX A6000/0000:09:00.0	13309460308985	1	-3.40282e+38	-3.40282e+38	37.716	showing "https://observablehq.com/@d3/sankey"
NVML/NVIDIA RTX A6000/0000:09:00.0	13309460309001	1	-3.40282e+38	-3.40282e+38	37.716	showing "https://observablehq.com/@d3/sankey"
NVML/NVIDIA RTX A6000/0000:09:00.0	13309460309016	1	-3.40282e+38	-3.40282e+38	37.716	showing "https://observablehq.com/@d3/sankey"
NVML/NVIDIA RTX A6000/0000:09:00.0	13309460309031	1	-3.40282e+38	-3.40282e+38	37.671	showing "https://observablehq.com/@d3/sankey"
NVML/NVIDIA RTX A6000/0000:09:00.0	13309460309047	1	-3.40282e+38	-3.40282e+38	37.671	showing "https://observablehq.com/@d3/sankey"
NVML/NVIDIA RTX A6000/0000:09:00.0	13309460309062	1	-3.40282e+38	-3.40282e+38	37.671	showing "https://observablehq.com/@d3/sankey"
NVML/NVIDIA RTX A6000/0000:09:00.0	13309460309077	1	-3.40282e+38	-3.40282e+38	37.671	showing "https://observablehq.com/@d3/sankey"
NVML/NVIDIA RTX A6000/0000:09:00.0	13309460309093	1	-3.40282e+38	-3.40282e+38	37.671	showing "https://observablehq.com/@d3/sankey"
NVML/NVIDIA RTX A6000/0000:09:00.0	13309460309109	1	-3.40282e+38	-3.40282e+38	37.671	showing "https://observablehq.com/@d3/sankey"
NVML/NVIDIA RTX A6000/0000:09:00.0	13309460309125	1	-3.40282e+38	-3.40282e+38	37.639	showing "https://observablehq.com/@d3/sankey"
NVML/NVIDIA RTX A6000/0000:09:00.0	13309460309141	1	-3.40282e+38	-3.40282e+38	37.639	showing "https://observablehq.com/@d3/sankey"
NVML/NVIDIA RTX A6000/0000:09:00.0	13309460309157	1	-3.40282e+38	-3.40282e+38	37.639	showing "https://observablehq.com/@d3/sankey"
NVML/NVIDIA RTX A6000/0000:09:00.0	13309460309173	1	-3.40282e+38	-3.40282e+38	37.639	showing "https://observablehq.com/@d3/sankey"
NVML/NVIDIA RTX A6000/0000:09:00.0	13309460309188	1	-3.40282e+38	-3.40282e+38	37.639	showing "https://observablehq.com/@d3/sankey"
NVML/NVIDIA RTX A6000/0000:09:00.0	13309460309203	1	-3.40282e+38	-3.40282e+38	37.639	showing "https://observablehq.com/@d3/sankey"
NVML/NVIDIA RTX A6000/0000:09:00.0	13309460309219	1	-3.40282e+38	-3.40282e+38	37.624	showing "https://observablehq.com/@d3/sankey"
NVML/NVIDIA RTX A6000/0000:09:00.0	13309460309235	1	-3.40282e+38	-3.40282e+38	37.624	showing "https://observablehq.com/@d3/sankey"
NVML/NVIDIA RTX A6000/0000:09:00.0	13309460309250	1	-3.40282e+38	-3.40282e+38	37.624	showing "https://observablehq.com/@d3/sankey"
NVML/NVIDIA RTX A6000/0000:09:00.0	13309460309265	1	-3.40282e+38	-3.40282e+38	37.624	showing "https://observablehq.com/@d3/sankey"
NVML/NVIDIA RTX A6000/0000:09:00.0	13309460309280	1	-3.40282e+38	-3.40282e+38	37.624	showing "https://observablehq.com/@d3/sankey"
NVML/NVIDIA RTX A6000/0000:09:00.0	13309460309296	1	-3.40282e+38	-3.40282e+38	37.624	showing "https://observablehq.com/@d3/sankey"
NVML/NVIDIA RTX A6000/0000:09:00.0	13309460309311	1	-3.40282e+38	-3.40282e+38	37.624	showing "https://observablehq.com/@d3/sankey"
NVML/NVIDIA RTX A6000/0000:09:00.0	13309460309326	1	-3.40282e+38	-3.40282e+38	37.637	showing "https://observablehq.com/@d3/sankey"
NVML/NVIDIA RTX A6000/0000:09:00.0	13309460309342	1	-3.40282e+38	-3.40282e+38	37.637	showing "https://observablehq.com/@d3/sankey"
NVML/NVIDIA RTX A6000/0000:09:00.0	13309460309357	1	-3.40282e+38	-3.40282e+38	37.637	showing "https://observablehq.com/@d3/sankey"
NVML/NVIDIA RTX A6000/0000:09:00.0	13309460309372	1	-3.40282e+38	-3.40282e+38	37.637	showing "https://observablehq.com/@d3/sankey"
NVML/NVIDIA RTX A6000/0000:09:00.0	13309460309387	1	-3.40282e+38	-3.40282e+38	37.637	showing "https://observablehq.com/@d3/sankey"
NVML/NVIDIA RTX A6000/0000:09:00.0	13309460309403	1	-3.40282e+38	-3.40282e+38	37.637	showing "https://observablehq.com/@d3/sankey"
NVML/NVIDIA RTX A6000/0000:09:00.0	13309460309419	1	-3.40282e+38	-3.40282e+38	37.654	showing "https://observablehq.com/@d3/sankey"
NVML/NVIDIA RTX A6000/0000:09:00.0	13309460309434	1	-3.40282e+38	-3.40282e+38	37.654	showing "https://observablehq.com/@d3/sankey"
NVML/NVIDIA RTX A6000/0000:09:00.0	13309460309449	1	-3.40282e+38	-3.40282e+38	37.654	showing "https://observablehq.com/@d3/sankey"
NVML/NVIDIA RTX A6000/0000:09:00.0	13309460309465	1	-3.40282e+38	-3.40282e+38	37.654	showing "https://observablehq.com/@d3/sankey"
NVML/NVIDIA RTX A6000/0000:09:00.0	13309460309480	1	-3.40282e+38	-3.40282e+38	37.654	showing "https://observablehq.com/@d3/sankey"
NVML/NVIDIA RTX A6000/0000:09:00.0	13309460309495	1	-3.40282e+38	-3.40282e+38	37.654	showing "https://observablehq.com/@d3/sankey"
NVML/NVIDIA RTX A6000/0000:09:00.0	13309460309510	1	-3.40282e+38	-3.40282e+38	37.654	showing "https://observablehq.com/@d3/sankey"
NVML/NVIDIA RTX A6000/0000:09:00.0	13309460309526	1	-3.40282e+38	-3.40282e+38	37.675	showing "https://observablehq.com/@d3/sankey"
NVML/NVIDIA RTX A6000/0000:09:00.0	13309460309541	1	-3.40282e+38	-3.40282e+38	37.675	showing "https://observablehq.com/@d3/sankey"
NVML/NVIDIA RTX A6000/0000:09:00.0	13309460309557	1	-3.40282e+38	-3.40282e+38	37.675	showing "https://observablehq.com/@d3/sankey"
NVML/NVIDIA RTX A6000/0000:09:00.0	13309460309573	1	-3.40282e+38	-3.40282e+38	37.675	showing "https://observablehq.com/@d3/sankey"
NVML/NVIDIA RTX A6000/0000:09:00.0	13309460309588	1	-3.40282e+38	-3.40282e+38	37.675	showing "https://observablehq.com/@d3/sankey"
NVML/NVIDIA RTX A6000/0000:09:00.0	13309460309603	1	-3.40282e+38	-3.40282e+38	37.675	showing "https://observablehq.com/@d3/sankey"
NVML/NVIDIA RTX A6000/0000:09:00.0	13309460309619	1	-3.40282e+38	-3.40282e+38	37.688	showing "https://observablehq.com/@d3/sankey"
NVML/NVIDIA RTX A6000/0000:09:00.0	13309460309634	1	-3.40282e+38	-3.40282e+38	37.688	showing "https://observablehq.com/@d3/sankey"
NVML/NVIDIA RTX A6000/0000:09:00.0	13309460309649	1	-3.40282e+38	-3.40282e+38	37.688	showing "https://observablehq.com/@d3/sankey"
NVML/NVIDIA RTX A6000/0000:09:00.0	13309460309665	1	-3.40282e+38	-3.40282e+38	37.688	showing "https://observablehq.com/@d3/sankey"
NVML/NVIDIA RTX A6000/0000:09:00.0	13309460309681	1	-3.40282e+38	-3.40282e+38	37.688	showing "https://observablehq.com/@d3/sankey"
NVML/NVIDIA RTX A6000/0000:09:00.0	13309460309697	1	-3.40282e+38	-3.40282e+38	37.688	showing "https://observablehq.com/@d3/sankey"
NVML/NVIDIA RTX A6000/0000:09:00.0	13309460309713	1	-3.40282e+38	-3.40282e+38	37.688	showing "https://observablehq.com/@d3/sankey"
NVML/NVIDIA RTX A6000/0000:09:00.0	13309460309729	1	-3.40282e+38	-3.40282e+38	37.659	showing "https://observablehq.com/@d3/sankey"
NVML/NVIDIA RTX A6000/0000:09:00.0	13309460309744	1	-3.40282e+38	-3.40282e+38	37.659	showing "https://observablehq.com/@d3/sankey"
NVML/NVIDIA RTX A6000/0000:09:00.0	13309460309759	1	-3.40282e+38	-3.40282e+38	37.659	showing "https://observablehq.com/@d3/sankey"
NVML/NVIDIA RTX A6000/0000:09:00.0	13309460309774	1	-3.40282e+38	-3.40282e+38	37.659	showing "https://observablehq.com/@d3/sankey"
NVML/NVIDIA RTX A6000/0000:09:00.0	13309460309790	1	-3.40282e+38	-3.40282e+38	37.659	showing "https://observablehq.com/@d3/sankey"
NVML/NVIDIA RTX A6000/0000:09:00.0	13309460309806	1	-3.40282e+38	-3.40282e+38	37.659	showing "https://observablehq.com/@d3/sankey"
NVML/NVIDIA RTX A6000/0000:09:00.0	13309460309822	1	-3.40282e+38	-3.40282e+38	37.679	showing "https://observablehq.com/@d3/sankey"
NVML/NVIDIA RTX A6000/0000:09:00.0	13309460309838	1	-3.40282e+38	-3.40282e+38	37.679	showing "https://observablehq.com/@d3/sankey"
NVML/NVIDIA RTX A6000/0000:09:00.0	13309460309854	1	-3.40282e+38	-3.40282e+38	37.679	showing "https://observablehq.com/@d3/sankey"
NVML/NVIDIA RTX A6000/0000:09:00.0	13309460309870	1	-3.40282e+38	-3.40282e+38	37.679	showing "https://observablehq.com/@d3/sankey"
NVML/NVIDIA RTX A6000/0000:09:00.0	13309460309886	1	-3.40282e+38	-3.40282e+38	37.679	showing "https://observablehq.com/@d3/sankey"
NVML/NVIDIA RTX A6000/0000:09:00.0	13309460309902	1	-3.40282e+38	-3.40282e+38	37.679	showing "https://observablehq.com/@d3/sankey"
NVML/NVIDIA RTX A6000/0000:09:00.0	13309460309918	1	-3.40282e+38	-3.40282e+38	37.667	showing "https://observablehq.com/@d3/sankey"
NVML/NVIDIA RTX A6000/0000:09:00.0	13309460309934	1	-3.40282e+38	-3.40282e+38	37.667	showing "https://observablehq.com/@d3/sankey"
NVML/NVIDIA RTX A6000/0000:09:00.0	13309460309950	1	-3.40282e+38	-3.40282e+38	37.667	showing "https://observablehq.com/@d3/sankey"
NVML/NVIDIA RTX A6000/0000:09:00.0	13309460309966	1	-3.40282e+38	-3.40282e+38	37.667	showing "https://observablehq.com/@d3/sankey"
NVML/NVIDIA RTX A6000/0000:09:00.0	13309460309982	1	-3.40282e+38	-3.40282e+38	37.667	showing "https://observablehq.com/@d3/sankey"
NVML/NVIDIA RTX A6000/0000:09:00.0	13309460309998	1	-3.40282e+38	-3.40282e+38	37.667	showing "https://observablehq.com/@d3/sankey"
NVML/NVIDIA RTX A6000/0000:09:00.0	13309460310014	1	-3.40282e+38	-3.40282e+38	37.667	showing "https://observablehq.com/@d3/sankey"
NVML/NVIDIA RTX A6000/0000:09:00.0	13309460310030	1	-3.40282e+38	-3.40282e+38	37.679	showing "https://observablehq.com/@d3/sankey"
NVML/NVIDIA RTX A6000/0000:09:00.0	13309460310046	1	-3.40282e+38	-3.40282e+38	37.679	showing "https://observablehq.com/@d3/sankey"
NVML/NVIDIA RTX A6000/0000:09:00.0	13309460310062	1	-3.40282e+38	-3.40282e+38	37.679	showing "https://observablehq.com/@d3/sankey"
NVML/NVIDIA RTX A6000/0000:09:00.0	13309460310077	1	-3.40282e+38	-3.40282e+38	37.679	showing "https://observablehq.com/@d3/sankey"
NVML/NVIDIA RTX A6000/0000:09:00.0	13309460310093	1	-3.40282e+38	-3.40282e+38	37.679	showing "https://observablehq.com/@d3/sankey"
NVML/NVIDIA RTX A6000/0000:09:00.0	13309460310108	1	-3.40282e+38	-3.40282e+38	37.679	showing "https://observablehq.com/@d3/sankey"
NVML/NVIDIA RTX A6000/0000:09:00.0	13309460310124	1	-3.40282e+38	-3.40282e+38	37.645	showing "https://observablehq.com/@d3/sankey"
NVML/NVIDIA RTX A6000/0000:09:00.0	13309460310140	1	-3.40282e+38	-3.40282e+38	37.645	showing "https://observablehq.com/@d3/sankey"
NVML/NVIDIA RTX A6000/0000:09:00.0	13309460310156	1	-3.40282e+38	-3.40282e+38	37.645	showing "https://observablehq.com/@d3/sankey"
NVML/NVIDIA RTX A6000/0000:09:00.0	13309460310172	1	-3.40282e+38	-3.40282e+38	37.645	showing "https://observablehq.com/@d3/sankey"
NVML/NVIDIA RTX A6000/0000:09:00.0	13309460310188	1	-3.40282e+38	-3.40282e+38	37.645	showing "https://observablehq.com/@d3/sankey"
NVML/NVIDIA RTX A6000/0000:09:00.0	13309460310204	1	-3.40282e+38	-3.40282e+38	37.645	showing "https://observablehq.com/@d3/sankey"
NVML/NVIDIA RTX A6000/0000:09:00.0	13309460310220	1	-3.40282e+38	-3.40282e+38	37.646	showing "https://observablehq.com/@d3/sankey"
NVML/NVIDIA RTX A6000/0000:09:00.0	13309460310235	1	-3.40282e+38	-3.40282e+38	37.646	showing "https://observablehq.com/@d3/sankey"
NVML/NVIDIA RTX A6000/0000:09:00.0	13309460310250	1	-3.40282e+38	-3.40282e+38	37.646	showing "https://observablehq.com/@d3/sankey"
NVML/NVIDIA RTX A6000/0000:09:00.0	13309460310265	1	-3.40282e+38	-3.40282e+38	37.646	showing "https://observablehq.com/@d3/sankey"
NVML/NVIDIA RTX A6000/0000:09:00.0	13309460310280	1	-3.40282e+38	-3.40282e+38	37.646	showing "https://observablehq.com/@d3/sankey"
NVML/NVIDIA RTX A6000/0000:09:00.0	13309460310295	1	-3.40282e+38	-3.40282e+38	37.646	showing "https://observablehq.com/@d3/sankey"
NVML/NVIDIA RTX A6000/0000:09:00.0	13309460310311	1	-3.40282e+38	-3.40282e+38	37.646	showing "https://observablehq.com/@d3/sankey"
NVML/NVIDIA RTX A6000/0000:09:00.0	13309460310326	1	-3.40282e+38	-3.40282e+38	37.581	showing "https://observablehq.com/@d3/sankey"
NVML/NVIDIA RTX A6000/0000:09:00.0	13309460310341	1	-3.40282e+38	-3.40282e+38	37.581	showing "https://observablehq.com/@d3/sankey"
NVML/NVIDIA RTX A6000/0000:09:00.0	13309460310356	1	-3.40282e+38	-3.40282e+38	37.581	showing "https://observablehq.com/@d3/sankey"
NVML/NVIDIA RTX A6000/0000:09:00.0	13309460310372	1	-3.40282e+38	-3.40282e+38	37.581	showing "https://observablehq.com/@d3/sankey"
NVML/NVIDIA RTX A6000/0000:09:00.0	13309460310387	1	-3.40282e+38	-3.40282e+38	37.581	showing "https://observablehq.com/@d3/sankey"
NVML/NVIDIA RTX A6000/0000:09:00.0	13309460310403	1	-3.40282e+38	-3.40282e+38	37.581	showing "https://observablehq.com/@d3/sankey"
NVML/NVIDIA RTX A6000/0000:09:00.0	13309460310419	1	-3.40282e+38	-3.40282e+38	37.535	showing "https://observablehq.com/@d3/sankey"
NVML/NVIDIA RTX A6000/0000:09:00.0	13309460310434	1	-3.40282e+38	-3.40282e+38	37.535	showing "https://observablehq.com/@d3/sankey"
NVML/NVIDIA RTX A6000/0000:09:00.0	13309460310449	1	-3.40282e+38	-3.40282e+38	37.535	showing "https://observablehq.com/@d3/sankey"
NVML/NVIDIA RTX A6000/0000:09:00.0	13309460310465	1	-3.40282e+38	-3.40282e+38	37.535	showing "https://observablehq.com/@d3/sankey"
NVML/NVIDIA RTX A6000/0000:09:00.0	13309460310481	1	-3.40282e+38	-3.40282e+38	37.535	showing "https://observablehq.com/@d3/sankey"
NVML/NVIDIA RTX A6000/0000:09:00.0	13309460310496	1	-3.40282e+38	-3.40282e+38	37.535	showing "https://observablehq.com/@d3/sankey"
NVML/NVIDIA RTX A6000/0000:09:00.0	13309460310511	1	-3.40282e+38	-3.40282e+38	37.535	showing "https://observablehq.com/@d3/sankey"
NVML/NVIDIA RTX A6000/0000:09:00.0	13309460310527	1	-3.40282e+38	-3.40282e+38	37.492	showing "https://observablehq.com/@d3/sankey"
NVML/NVIDIA RTX A6000/0000:09:00.0	13309460310543	1	-3.40282e+38	-3.40282e+38	37.492	showing "https://observablehq.com/@d3/sankey"
NVML/NVIDIA RTX A6000/0000:09:00.0	13309460310559	1	-3.40282e+38	-3.40282e+38	37.492	showing "https://observablehq.com/@d3/sankey"
NVML/NVIDIA RTX A6000/0000:09:00.0	13309460310574	1	-3.40282e+38	-3.40282e+38	37.492	showing "https://observablehq.com/@d3/sankey"
NVML/NVIDIA RTX A6000/0000:09:00.0	13309460310589	1	-3.40282e+38	-3.40282e+38	37.492	showing "https://observablehq.com/@d3/sankey"
NVML/NVIDIA RTX A6000/0000:09:00.0	13309460310604	1	-3.40282e+38	-3.40282e+38	37.492	showing "https://observablehq.com/@d3/sankey"
NVML/NVIDIA RTX A6000/0000:09:00.0	13309460310620	1	-3.40282e+38	-3.40282e+38	37.441	showing "https://observablehq.com/@d3/sankey"
NVML/NVIDIA RTX A6000/0000:09:00.0	13309460310635	1	-3.40282e+38	-3.40282e+38	37.441	showing "https://observablehq.com/@d3/sankey"
NVML/NVIDIA RTX A6000/0000:09:00.0	13309460310650	1	-3.40282e+38	-3.40282e+38	37.441	showing "https://observablehq.com/@d3/sankey"
NVML/NVIDIA RTX A6000/0000:09:00.0	13309460310665	1	-3.40282e+38	-3.40282e+38	37.441	showing "https://observablehq.com/@d3/sankey"
NVML/NVIDIA RTX A6000/0000:09:00.0	13309460310680	1	-3.40282e+38	-3.40282e+38	37.441	showing "https://observablehq.com/@d3/sankey"
NVML/NVIDIA RTX A6000/0000:09:00.0	13309460310696	1	-3.40282e+38	-3.40282e+38	37.441	showing "https://observablehq.com/@d3/sankey"
NVML/NVIDIA RTX A6000/0000:09:00.0	13309460310712	1	-3.40282e+38	-3.40282e+38	37.441	showing "https://observablehq.com/@d3/sankey"
NVML/NVIDIA RTX A6000/0000:09:00.0	13309460310727	1	-3.40282e+38	-3.40282e+38	37.396	showing "https://observablehq.com/@d3/sankey"
NVML/NVIDIA RTX A6000/0000:09:00.0	13309460310743	1	-3.40282e+38	-3.40282e+38	37.396	showing "https://observablehq.com/@d3/sankey"
NVML/NVIDIA RTX A6000/0000:09:00.0	13309460310758	1	-3.40282e+38	-3.40282e+38	37.396	showing "https://observablehq.com/@d3/sankey"
NVML/NVIDIA RTX A6000/0000:09:00.0	13309460310774	1	-3.40282e+38	-3.40282e+38	37.396	showing "https://observablehq.com/@d3/sankey"
NVML/NVIDIA RTX A6000/0000:09:00.0	13309460310789	1	-3.40282e+38	-3.40282e+38	37.396	showing "https://observablehq.com/@d3/sankey"
NVML/NVIDIA RTX A6000/0000:09:00.0	13309460310804	1	-3.40282e+38	-3.40282e+38	37.396	showing "https://observablehq.com/@d3/sankey"
NVML/NVIDIA RTX A6000/0000:09:00.0	13309460310819	1	-3.40282e+38	-3.40282e+38	37.39	showing "https://observablehq.com/@d3/sankey"
NVML/NVIDIA RTX A6000/0000:09:00.0	13309460310834	1	-3.40282e+38	-3.40282e+38	37.39	showing "https://observablehq.com/@d3/sankey"
NVML/NVIDIA RTX A6000/0000:09:00.0	13309460310850	1	-3.40282e+38	-3.40282e+38	37.39	showing "https://observablehq.com/@d3/sankey"
NVML/NVIDIA RTX A6000/0000:09:00.0	13309460310866	1	-3.40282e+38	-3.40282e+38	37.39	showing "https://observablehq.com/@d3/sankey"
NVML/NVIDIA RTX A6000/0000:09:00.0	13309460310882	1	-3.40282e+38	-3.40282e+38	37.39	showing "https://observablehq.com/@d3/sankey"
NVML/NVIDIA RTX A6000/0000:09:00.0	13309460310898	1	-3.40282e+38	-3.40282e+38	37.39	showing "https://observablehq.com/@d3/sankey"
NVML/NVIDIA RTX A6000/0000:09:00.0	13309460310913	1	-3.40282e+38	-3.40282e+38	37.39	showing "https://observablehq.com/@d3/sankey"
NVML/NVIDIA RTX A6000/0000:09:00.0	13309460310928	1	-3.40282e+38	-3.40282e+38	37.365	showing "https://observablehq.com/@d3/sankey"
NVML/NVIDIA RTX A6000/0000:09:00.0	13309460310944	1	-3.40282e+38	-3.40282e+38	37.365	showing "https://observablehq.com/@d3/sankey"
NVML/NVIDIA RTX A6000/0000:09:00.0	13309460310960	1	-3.40282e+38	-3.40282e+38	37.365	showing "https://observablehq.com/@d3/sankey"
NVML/NVIDIA RTX A6000/0000:09:00.0	13309460310976	1	-3.40282e+38	-3.40282e+38	37.365	showing "https://observablehq.com/@d3/sankey"
NVML/NVIDIA RTX A6000/0000:09:00.0	13309460310992	1	-3.40282e+38	-3.40282e+38	37.365	showing "https://observablehq.com/@d3/sankey"
NVML/NVIDIA RTX A6000/0000:09:00.0	13309460311007	1	-3.40282e+38	-3.40282e+38	37.365	showing "https://observablehq.com/@d3/sankey"
NVML/NVIDIA RTX A6000/0000:09:00.0	13309460311023	1	-3.40282e+38	-3.40282e+38	37.359	showing "https://observablehq.com/@d3/sankey"
NVML/NVIDIA RTX A6000/0000:09:00.0	13309460311038	1	-3.40282e+38	-3.40282e+38	37.359	showing "https://observablehq.com/@d3/sankey"
NVML/NVIDIA RTX A6000/0000:09:00.0	13309460311054	1	-3.40282e+38	-3.40282e+38	37.359	showing "https://observablehq.com/@d3/sankey"
NVML/NVIDIA RTX A6000/0000:09:00.0	13309460311070	1	-3.40282e+38	-3.40282e+38	37.359	showing "https://observablehq.com/@d3/sankey"
NVML/NVIDIA RTX A6000/0000:09:00.0	13309460311086	1	-3.40282e+38	-3.40282e+38	37.359	showing "https://observablehq.com/@d3/sankey"
NVML/NVIDIA RTX A6000/0000:09:00.0	13309460311102	1	-3.40282e+38	-3.40282e+38	37.359	showing "https://observablehq.com/@d3/sankey"
NVML/NVIDIA RTX A6000/0000:09:00.0	13309460311118	1	-3.40282e+38	-3.40282e+38	37.365	showing "https://observablehq.com/@d3/sankey"
NVML/NVIDIA RTX A6000/0000:09:00.0	13309460311134	1	-3.40282e+38	-3.40282e+38	37.365	showing "https://observablehq.com/@d3/sankey"
NVML/NVIDIA RTX A6000/0000:09:00.0	13309460311150	1	-3.40282e+38	-3.40282e+38	37.365	showing "https://observablehq.com/@d3/sankey"
NVML/NVIDIA RTX A6000/0000:09:00.0	13309460311166	1	-3.40282e+38	-3.40282e+38	37.365	showing "https://observablehq.com/@d3/sankey"
NVML/NVIDIA RTX A6000/0000:09:00.0	13309460311182	1	-3.40282e+38	-3.40282e+38	37.365	showing "https://observablehq.com/@d3/sankey"
NVML/NVIDIA RTX A6000/0000:09:00.0	13309460311198	1	-3.40282e+38	-3.40282e+38	37.365	showing "https://observablehq.com/@d3/sankey"
NVML/NVIDIA RTX A6000/0000:09:00.0	13309460311213	1	-3.40282e+38	-3.40282e+38	37.365	showing "https://observablehq.com/@d3/sankey"
NVML/NVIDIA RTX A6000/0000:09:00.0	13309460311228	1	-3.40282e+38	-3.40282e+38	37.388	showing "https://observablehq.com/@d3/sankey"
